id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,out,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,carry_end_location,dribble_outcome_id,dribble_outcome_name,counterpress,duel_outcome_id,duel_outcome_name,foul_won_defensive,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,clearance_head,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_cross,pass_inswinging,pass_technique_id,pass_technique_name,50_50_outcome_id,50_50_outcome_name,shot_saved_to_post,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_shot_saved_to_post,shot_first_time,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,foul_committed_advantage,foul_won_advantage,miscontrol_aerial_won,shot_one_on_one,pass_outswinging,shot_aerial_won,clearance_aerial_won,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,goalkeeper_punched_out,foul_committed_penalty,foul_won_penalty,dribble_nutmeg,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,pass_cut_back,ball_recovery_recovery_failure,pass_goal_assist,shot_open_goal,timestamp_seconds
998bbdc6-eb22-485e-b4eb-50b3377b85ee,11,1,00:00:10.667,0,10,2,0.0,9,Clearance,214,Espanyol,9,From Kick Off,214,Espanyol,,,['2415d188-341d-4613-a63c-930326f0b09e'],,"[39.7, 66.2]",6709.0,Anaitz Arbilla Zabala,2.0,Right Back,,,,,,,,,,,,,,,,True,,,,True,True,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.667
4f0556eb-f29e-415a-be38-6efe9fa64b0d,12,1,00:00:16.210,0,16,3,2.322038,30,Pass,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,['ae32ee72-21ce-4004-b15c-98b061c1e313'],True,"[80.4, 0.1]",10727.0,Răzvan Dincă Raț,6.0,Left Back,26222.0,José Eduardo Rosa Vale de Castro,43.086075,3.0486214,2.0,Low Pass,"[37.5, 4.1]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.21
ae32ee72-21ce-4004-b15c-98b061c1e313,13,1,00:00:18.532,0,18,3,,42,Ball Receipt*,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,['4f0556eb-f29e-415a-be38-6efe9fa64b0d'],,"[37.5, 4.1]",26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.532
2bb78102-64b1-4568-9206-56f086861c38,14,1,00:00:20.356,0,20,3,1.407411,30,Pass,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,['aaedae8f-a018-4a25-b80f-26d294baf53f'],,"[32.1, 4.5]",26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,6713.0,Diego Javier Llorente Ríos,22.038376,1.5117741,1.0,Ground Pass,"[33.4, 26.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.356
aaedae8f-a018-4a25-b80f-26d294baf53f,15,1,00:00:21.763,0,21,3,,42,Ball Receipt*,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,['2bb78102-64b1-4568-9206-56f086861c38'],,"[33.4, 26.5]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.763
79654213-374b-4703-8745-8a6072625c2b,16,1,00:00:21.763,0,21,3,4.578166,43,Carry,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,"['51022cc5-8eb5-4759-ac2a-1bf2a950594d', 'aaedae8f-a018-4a25-b80f-26d294baf53f']",,"[33.4, 26.5]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,"[43.4, 51.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.763
51022cc5-8eb5-4759-ac2a-1bf2a950594d,17,1,00:00:26.342,0,26,3,1.201499,30,Pass,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,['47d27bb5-ee4d-42e6-991e-0311d9b96f93'],,"[43.4, 51.7]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,23761.0,Alhassane Bangoura,31.813519,0.32970268,1.0,Ground Pass,"[73.5, 62.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.342
97547d14-8ba6-4dee-a0ce-94b6622f66ac,18,1,00:00:26.989,0,26,3,0.67742,17,Pressure,360,Rayo Vallecano,4,From Throw In,214,Espanyol,,,"['3fd5fe6e-00cd-424f-b536-593fa676f456', '47d27bb5-ee4d-42e6-991e-0311d9b96f93', '55506adc-1611-4b89-925e-049b09296c8e']",,"[45.3, 21.7]",4741.0,Juan Rafael Fuentes Hernández,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.989
47d27bb5-ee4d-42e6-991e-0311d9b96f93,19,1,00:00:27.543,0,27,3,,42,Ball Receipt*,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,"['51022cc5-8eb5-4759-ac2a-1bf2a950594d', '97547d14-8ba6-4dee-a0ce-94b6622f66ac']",,"[73.5, 62.0]",23761.0,Alhassane Bangoura,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.543
55506adc-1611-4b89-925e-049b09296c8e,20,1,00:00:27.543,0,27,3,0.04,43,Carry,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,"['3fd5fe6e-00cd-424f-b536-593fa676f456', '47d27bb5-ee4d-42e6-991e-0311d9b96f93', '97547d14-8ba6-4dee-a0ce-94b6622f66ac']",,"[73.5, 62.0]",23761.0,Alhassane Bangoura,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,"[73.7, 58.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.543
3fd5fe6e-00cd-424f-b536-593fa676f456,21,1,00:00:27.583,0,27,3,0.0,14,Dribble,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,"['8d359a63-9403-4161-8713-bcb46dd5b2b3', '97547d14-8ba6-4dee-a0ce-94b6622f66ac']",,"[73.7, 58.2]",23761.0,Alhassane Bangoura,17.0,Right Wing,,,,,,,,,,,,,,,,True,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.583
8d359a63-9403-4161-8713-bcb46dd5b2b3,22,1,00:00:27.583,0,27,4,0.0,4,Duel,214,Espanyol,1,Regular Play,214,Espanyol,,,['3fd5fe6e-00cd-424f-b536-593fa676f456'],,"[46.4, 21.9]",4741.0,Juan Rafael Fuentes Hernández,6.0,Left Back,,,,,,,,,,,,,,,,True,11.0,Tackle,,,,,,,,,True,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.583
3487da69-56bd-4871-be10-508ba0b22f10,23,1,00:00:29.681,0,29,4,1.288796,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,['2497d4c9-3736-4b7b-ae3a-5a21a49121d8'],,"[41.4, 26.0]",18407.0,José Alberto Cañas Ruiz Herrera,11.0,Left Defensive Midfield,6762.0,Álvaro González Soberón,18.607794,1.9622803,1.0,Ground Pass,"[34.3, 43.2]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.681
2497d4c9-3736-4b7b-ae3a-5a21a49121d8,24,1,00:00:30.970,0,30,4,,42,Ball Receipt*,214,Espanyol,1,Regular Play,214,Espanyol,,,['3487da69-56bd-4871-be10-508ba0b22f10'],,"[34.3, 43.2]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.97
b8f8942b-1910-44cc-ad79-e82c283bbf79,25,1,00:00:30.970,0,30,4,1.004314,43,Carry,214,Espanyol,1,Regular Play,214,Espanyol,,,"['08211b2c-2a37-4a9d-a4e1-528abc151c6c', '2497d4c9-3736-4b7b-ae3a-5a21a49121d8', '75eb2bb8-c603-41b6-bdae-964fbfc27e24']",,"[34.3, 43.2]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,,,,,,,,,,,,,,True,,,,,,,,"[36.8, 41.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.97
75eb2bb8-c603-41b6-bdae-964fbfc27e24,26,1,00:00:31.591,0,31,4,0.419076,17,Pressure,214,Espanyol,1,Regular Play,360,Rayo Vallecano,,,"['08211b2c-2a37-4a9d-a4e1-528abc151c6c', 'b8f8942b-1910-44cc-ad79-e82c283bbf79']",,"[80.9, 33.2]",9246.0,Patrick Ebert,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.591
08211b2c-2a37-4a9d-a4e1-528abc151c6c,27,1,00:00:31.974,0,31,4,1.241636,30,Pass,214,Espanyol,1,Regular Play,214,Espanyol,,,"['16f3160e-a27b-442c-8b86-e523b6e2d07d', '75eb2bb8-c603-41b6-bdae-964fbfc27e24']",,"[36.8, 41.1]",6762.0,Álvaro González Soberón,3.0,Right Center Back,,,21.203773,-0.6246354,3.0,High Pass,"[54.0, 28.7]",38.0,Left Foot,,,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.974
16f3160e-a27b-442c-8b86-e523b6e2d07d,28,1,00:00:33.216,0,33,4,1.84309,30,Pass,214,Espanyol,1,Regular Play,360,Rayo Vallecano,,,['08211b2c-2a37-4a9d-a4e1-528abc151c6c'],,"[66.1, 51.4]",6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,,,6.92026,-0.65217143,3.0,High Pass,"[71.6, 47.2]",37.0,Head,66.0,Recovery,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.216
9d3fbfa8-32b6-4b13-8ead-8f5d2a6e04c8,29,1,00:00:35.154,0,35,4,0.0,22,Foul Committed,214,Espanyol,1,Regular Play,214,Espanyol,,,['d8e74a22-d21b-42a8-988a-57402f7bfeda'],,"[48.3, 32.0]",6758.0,Víctor Sánchez Mata,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.154
d8e74a22-d21b-42a8-988a-57402f7bfeda,30,1,00:00:35.154,0,35,4,0.0,21,Foul Won,214,Espanyol,1,Regular Play,360,Rayo Vallecano,,,['9d3fbfa8-32b6-4b13-8ead-8f5d2a6e04c8'],,"[71.8, 48.1]",6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.154
fdbe4025-cbea-4444-85d9-980d5973f24c,31,1,00:00:54.616,0,54,5,2.083449,30,Pass,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,['96801a45-d072-42b1-8458-b33dc6db9fde'],,"[66.3, 49.7]",26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,,,48.143326,-0.34539923,3.0,High Pass,"[111.6, 33.4]",40.0,Right Foot,62.0,Free Kick,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.616
96801a45-d072-42b1-8458-b33dc6db9fde,32,1,00:00:56.700,0,56,6,0.0,23,Goal Keeper,214,Espanyol,8,From Keeper,214,Espanyol,,,['fdbe4025-cbea-4444-85d9-980d5973f24c'],,"[8.5, 46.7]",6792.0,Pau López Sabata,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,Success,25.0,Collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7
2213911e-2baf-45a4-8e05-9ff7fbbb0226,33,1,00:00:56.700,0,56,6,2.05678,43,Carry,214,Espanyol,8,From Keeper,214,Espanyol,,,"['7840b7a3-6ca9-4b3a-ac7e-754cbaa87e3e', '96801a45-d072-42b1-8458-b33dc6db9fde']",,"[8.5, 46.7]",6792.0,Pau López Sabata,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,"[13.6, 47.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.7
7840b7a3-6ca9-4b3a-ac7e-754cbaa87e3e,34,1,00:00:58.757,0,58,6,2.029635,30,Pass,214,Espanyol,8,From Keeper,214,Espanyol,,,['1bbbacac-ec23-4eac-a17d-4579176932e9'],,"[13.6, 47.9]",6792.0,Pau López Sabata,1.0,Goalkeeper,6709.0,Anaitz Arbilla Zabala,43.809246,0.66404617,1.0,Ground Pass,"[48.1, 74.9]",69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.757
1bbbacac-ec23-4eac-a17d-4579176932e9,35,1,00:01:00.786,1,0,6,,42,Ball Receipt*,214,Espanyol,8,From Keeper,214,Espanyol,,,['7840b7a3-6ca9-4b3a-ac7e-754cbaa87e3e'],,"[48.1, 74.9]",6709.0,Anaitz Arbilla Zabala,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.786
e6055f6d-a65f-4391-afec-ce66702c76c1,36,1,00:01:00.786,1,0,6,4.006185,43,Carry,214,Espanyol,8,From Keeper,214,Espanyol,,,"['1bbbacac-ec23-4eac-a17d-4579176932e9', '4ff1b981-616a-4305-83dc-f37eea45c64a', 'aa6400b5-810c-4bd4-a18d-4806ad319d70']",,"[48.1, 74.9]",6709.0,Anaitz Arbilla Zabala,2.0,Right Back,,,,,,,,,,,,,,,,True,,,,,,,,"[68.9, 76.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.786
