id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry_end_location,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,block_deflection,pass_deflected,duel_type_id,duel_type_name,miscontrol_aerial_won,clearance_left_foot,pass_switch,out,off_camera,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,foul_won_defensive,pass_technique_id,pass_technique_name,pass_through_ball,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_right_foot,clearance_aerial_won,goalkeeper_end_location,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,shot_first_time,foul_committed_card_id,foul_committed_card_name,shot_one_on_one,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,shot_deflected,injury_stoppage_in_chain,50_50_outcome_id,50_50_outcome_name,shot_saved_off_target,goalkeeper_shot_saved_off_target,pass_goal_assist,pass_outswinging,shot_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds
ac6dbcf5-ed80-45e6-b2f9-53df7f9845d6,11,1,00:00:07.130,0,7,2,1.255129,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['440203e0-38d6-4951-8f92-3eedc4e8e89e', '8dc595b8-a776-4944-a141-adeccde9c4f6']","[92.0, 76.1]",5724.0,Fayçal Fajr,17.0,Right Wing,,,,,,,,,,,,,"[102.5, 76.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13
8dc595b8-a776-4944-a141-adeccde9c4f6,12,1,00:00:08.385,0,8,2,2.159322,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['33b5182a-e7b6-497b-8ab0-f0970200d961', '80fc4046-7f83-4670-8485-2d659a7ef599']","[102.5, 76.1]",5724.0,Fayçal Fajr,17.0,Right Wing,5582.0,Celso Borges Mora,39.6869,-1.3986055,3.0,High Pass,"[109.3, 37.0]",40.0,Right Foot,,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.385
80fc4046-7f83-4670-8485-2d659a7ef599,13,1,00:00:10.545,0,10,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['8dc595b8-a776-4944-a141-adeccde9c4f6'],"[107.4, 35.1]",5582.0,Celso Borges Mora,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.545
33b5182a-e7b6-497b-8ab0-f0970200d961,14,1,00:00:10.545,0,10,2,0.0,9,Clearance,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,['8dc595b8-a776-4944-a141-adeccde9c4f6'],"[10.8, 43.1]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,True,,,,,,,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.545
c79cccc7-5fd8-48eb-a024-391b6c6177f3,15,1,00:00:12.000,0,12,2,0.0,2,Ball Recovery,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,,"[27.7, 35.4]",6758.0,Víctor Sánchez Mata,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
9a1b7094-a1f0-477b-94e3-e88446ffdcdf,16,1,00:00:12.000,0,12,2,2.761301,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,"['7bc0ebb2-9bf4-40a6-92d5-05c5dd1159d6', 'c79cccc7-5fd8-48eb-a024-391b6c6177f3']","[27.7, 35.4]",6758.0,Víctor Sánchez Mata,19.0,Center Attacking Midfield,,,,,,,,,,,,,"[24.7, 49.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
7bc0ebb2-9bf4-40a6-92d5-05c5dd1159d6,17,1,00:00:14.761,0,14,2,0.120246,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,['dbae5c11-43c6-4807-8f2e-340a7255bd01'],"[24.7, 49.9]",6758.0,Víctor Sánchez Mata,19.0,Center Attacking Midfield,,,2.0248456,0.3529904,2.0,Low Pass,"[26.6, 50.6]",40.0,Right Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.761
dbae5c11-43c6-4807-8f2e-340a7255bd01,18,1,00:00:14.882,0,14,2,0.0,6,Block,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['7bc0ebb2-9bf4-40a6-92d5-05c5dd1159d6'],"[93.5, 29.5]",7782.0,Luis Alberto Romero Alconchel,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.882
00d67b01-395d-4d96-b683-2e501a78b5ba,19,1,00:00:16.906,0,16,2,0.446705,17,Pressure,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,"['3c35de28-9bdc-4812-a8d4-07a9954895c6', '5bad2cd6-c382-4a03-bf38-576a4959695f', 'eaa310c2-9354-455c-8a85-21f9a9c5c71f']","[29.6, 53.6]",6758.0,Víctor Sánchez Mata,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.906
5bad2cd6-c382-4a03-bf38-576a4959695f,20,1,00:00:17.298,0,17,2,0.674739,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['00d67b01-395d-4d96-b683-2e501a78b5ba', '3c35de28-9bdc-4812-a8d4-07a9954895c6']","[88.5, 25.8]",6913.0,Fernando Navarro i Corbacho,6.0,Left Back,5582.0,Celso Borges Mora,5.4451814,-0.7724119,2.0,Low Pass,"[92.4, 22.0]",38.0,Left Foot,66.0,Recovery,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.298
3c35de28-9bdc-4812-a8d4-07a9954895c6,21,1,00:00:17.352,0,17,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['00d67b01-395d-4d96-b683-2e501a78b5ba', '5bad2cd6-c382-4a03-bf38-576a4959695f']","[92.4, 22.0]",5582.0,Celso Borges Mora,15.0,Left Center Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.352
eaa310c2-9354-455c-8a85-21f9a9c5c71f,22,1,00:00:17.352,0,17,2,0.620411,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['00d67b01-395d-4d96-b683-2e501a78b5ba', '3c35de28-9bdc-4812-a8d4-07a9954895c6', '8da15a73-c2b2-47b1-ace5-0938a86f3882', 'b5480efa-07ed-4866-b057-507e0c8e8f46']","[92.4, 22.0]",5582.0,Celso Borges Mora,15.0,Left Center Midfield,,,,,,,,,,,,True,"[92.5, 20.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.352
b5480efa-07ed-4866-b057-507e0c8e8f46,23,1,00:00:17.352,0,17,2,0.0,6,Block,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,['eaa310c2-9354-455c-8a85-21f9a9c5c71f'],"[30.8, 54.6]",6758.0,Víctor Sánchez Mata,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.352
655d41c6-a011-4173-9541-0bb9b59b5d97,24,1,00:00:17.652,0,17,2,0.395102,17,Pressure,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,['8da15a73-c2b2-47b1-ace5-0938a86f3882'],"[25.3, 57.8]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.652
8da15a73-c2b2-47b1-ace5-0938a86f3882,25,1,00:00:17.973,0,17,2,0.585188,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['05ea51aa-1a29-49a8-91f9-552eb72b2fc5', '655d41c6-a011-4173-9541-0bb9b59b5d97']","[92.5, 20.1]",5582.0,Celso Borges Mora,15.0,Left Center Midfield,7782.0,Luis Alberto Romero Alconchel,7.4148498,-1.747031,2.0,Low Pass,"[91.2, 12.8]",40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.973
05ea51aa-1a29-49a8-91f9-552eb72b2fc5,26,1,00:00:18.558,0,18,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['8da15a73-c2b2-47b1-ace5-0938a86f3882'],"[91.2, 12.8]",7782.0,Luis Alberto Romero Alconchel,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.558
6436a097-a510-4689-b611-e7b29e7df707,27,1,00:00:18.558,0,18,2,0.504663,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['05ea51aa-1a29-49a8-91f9-552eb72b2fc5', '2bb28526-7e03-40d0-a684-494253c51927', '489b3113-5853-43d3-b277-63f4f967c7a0']","[91.2, 12.8]",7782.0,Luis Alberto Romero Alconchel,21.0,Left Wing,,,,,,,,,,,,True,"[92.4, 8.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.558
489b3113-5853-43d3-b277-63f4f967c7a0,28,1,00:00:18.586,0,18,2,0.721674,17,Pressure,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,"['2bb28526-7e03-40d0-a684-494253c51927', '6436a097-a510-4689-b611-e7b29e7df707']","[26.8, 67.9]",6791.0,Javier López Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.586
2bb28526-7e03-40d0-a684-494253c51927,29,1,00:00:19.063,0,19,2,1.676628,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['489b3113-5853-43d3-b277-63f4f967c7a0', 'e00c8e69-6c8b-4ad5-a573-fd0df7f32cf1']","[92.4, 8.4]",7782.0,Luis Alberto Romero Alconchel,21.0,Left Wing,6913.0,Fernando Navarro i Corbacho,7.156815,0.268703,2.0,Low Pass,"[99.3, 10.3]",40.0,Right Foot,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.063
e00c8e69-6c8b-4ad5-a573-fd0df7f32cf1,30,1,00:00:20.739,0,20,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['2bb28526-7e03-40d0-a684-494253c51927'],"[99.3, 10.3]",6913.0,Fernando Navarro i Corbacho,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.739
953ca463-2747-4ffc-99b8-3d8ce8687870,31,1,00:00:20.776,0,20,2,0.0,4,Duel,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,['e38972b3-de5c-4769-be20-0d0fe9b60514'],"[18.5, 69.8]",6758.0,Víctor Sánchez Mata,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.776
e38972b3-de5c-4769-be20-0d0fe9b60514,32,1,00:00:20.776,0,20,2,0.0,38,Miscontrol,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['953ca463-2747-4ffc-99b8-3d8ce8687870'],"[101.6, 10.3]",6913.0,Fernando Navarro i Corbacho,6.0,Left Back,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.776
68ca40ce-e7fa-474b-abef-ab31139f6ad3,33,1,00:00:22.378,0,22,2,0.0,9,Clearance,219,RC Deportivo La Coruña,9,From Kick Off,214,Espanyol,,,,"[15.0, 66.8]",6758.0,Víctor Sánchez Mata,19.0,Center Attacking Midfield,,,,,,,,,,,,True,,,,,,,38.0,Left Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.378
88999771-6998-4384-8756-8724b2662b8b,34,1,00:00:25.635,0,25,2,2.161772,30,Pass,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['08b9611e-49f2-48ee-8a8e-dcbb0a589bdd'],"[86.6, 52.2]",23806.0,Alejandro Bergantiños García,13.0,Right Center Midfield,6738.0,Juan Francisco Moreno Fuertes,18.97472,2.138334,2.0,Low Pass,"[76.4, 68.2]",37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.635
08b9611e-49f2-48ee-8a8e-dcbb0a589bdd,35,1,00:00:27.796,0,27,2,,42,Ball Receipt*,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,['88999771-6998-4384-8756-8724b2662b8b'],"[76.4, 68.2]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.796
dd97d4b9-8212-40ca-88b0-2fbb1a040801,36,1,00:00:27.796,0,27,2,5.093946,43,Carry,219,RC Deportivo La Coruña,9,From Kick Off,219,RC Deportivo La Coruña,,,"['08b9611e-49f2-48ee-8a8e-dcbb0a589bdd', '69822bed-7112-4301-8528-dbd3e066858f']","[76.4, 68.2]",6738.0,Juan Francisco Moreno Fuertes,2.0,Right Back,,,,,,,,,,,,,"[86.6, 76.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.796
