id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,counterpress,duel_outcome_id,duel_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_cross,out,clearance_head,pass_technique_id,pass_technique_name,pass_inswinging,foul_won_defensive,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_offensive,foul_committed_advantage,foul_won_advantage,pass_switch,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_end_location,clearance_aerial_won,clearance_right_foot,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,pass_miscommunication,pass_outswinging,shot_aerial_won,pass_no_touch,dribble_overrun,pass_deflected,block_deflection,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,50_50_outcome_id,50_50_outcome_name,dribble_no_touch,foul_committed_type_id,foul_committed_type_name,shot_deflected,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
0d40885e-30f9-4dd2-aa2a-24609dfde8e7,11,1,00:00:08.868,0,8,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['54123460-63eb-4814-9ade-00e4e6b0b5c8'],,"[43.6, 60.5]",5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.868,1.3000000000000007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.42762292132181134
73d7e3a9-f58d-474f-a21d-c70f1d098da3,12,1,00:00:08.868,0,8,2,1.7563,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['0d40885e-30f9-4dd2-aa2a-24609dfde8e7', '7c0576f2-610d-4586-ada3-726bb1b1d68f']",,"[43.6, 60.5]",5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,,,,,,,,,,,,"[51.1, 57.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.868,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9111629722402206
7c0576f2-610d-4586-ada3-726bb1b1d68f,13,1,00:00:10.624,0,10,2,1.2614,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['30ef93a9-011e-4456-80f9-4167a18c85c7'],,"[51.1, 57.8]",5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,5203.0,Sergio Busquets i Burgos,18.238695,-1.8144453,1.0,Ground Pass,"[46.7, 40.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.624,1.7560000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4524220960303781
30ef93a9-011e-4456-80f9-4167a18c85c7,14,1,00:00:11.885,0,11,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['7c0576f2-610d-4586-ada3-726bb1b1d68f'],,"[46.7, 40.1]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.885,1.2609999999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7793012277544029
95904f55-2b8b-4b79-ae41-ee6f10f6b220,15,1,00:00:11.885,0,11,2,4.0042,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['30ef93a9-011e-4456-80f9-4167a18c85c7', '3211cf81-72cc-4cef-bdc0-773975bf3f92']",,"[46.7, 40.1]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[61.9, 33.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.885,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.479739502506046
3211cf81-72cc-4cef-bdc0-773975bf3f92,16,1,00:00:15.890,0,15,2,1.116548,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['86a2fa94-2353-41c2-956b-2849003421b8'],,"[61.9, 33.3]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,6332.0,Thomas Vermaelen,24.167126,-1.496246,1.0,Ground Pass,"[63.7, 9.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89,4.005000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9162249348209395
86a2fa94-2353-41c2-956b-2849003421b8,17,1,00:00:17.006,0,17,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['3211cf81-72cc-4cef-bdc0-773975bf3f92'],,"[63.7, 9.2]",6332.0,Thomas Vermaelen,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.006,1.1159999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.05235053352986774
f10d2abd-7bb9-4f7f-b5c8-096071373323,18,1,00:00:17.006,0,17,2,1.222652,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['86a2fa94-2353-41c2-956b-2849003421b8', '8ad67634-b0b0-4119-80e4-a43b62fd55a7']",,"[63.7, 9.2]",6332.0,Thomas Vermaelen,5.0,Left Center Back,,,,,,,,,,,,"[67.5, 7.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.006,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.34808808882019404
8ad67634-b0b0-4119-80e4-a43b62fd55a7,19,1,00:00:18.229,0,18,2,1.0839,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['7532f660-4e73-43e4-9355-f6fb22a7ccb7'],,"[67.5, 7.8]",6332.0,Thomas Vermaelen,5.0,Left Center Back,4320.0,Neymar da Silva Santos Junior,18.191206,-0.25564492,1.0,Ground Pass,"[85.1, 3.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.229,1.222999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.10156181287641008
7532f660-4e73-43e4-9355-f6fb22a7ccb7,20,1,00:00:19.313,0,19,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['8ad67634-b0b0-4119-80e4-a43b62fd55a7'],,"[85.1, 3.2]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.313,1.0839999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5371632807730923
5f13040d-8f9e-435b-9743-01a62ccf9224,21,1,00:00:19.313,0,19,2,0.6191,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['541f7b95-6f96-469e-a616-b43c52d8e8ce', '7532f660-4e73-43e4-9355-f6fb22a7ccb7']",,"[85.1, 3.2]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,,,,,,,,,,,,"[84.5, 3.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.313,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8748156650640753
541f7b95-6f96-469e-a616-b43c52d8e8ce,22,1,00:00:19.932,0,19,2,1.3723,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['28badb9c-4559-4882-a355-31ea549c4a91'],,"[84.5, 3.2]",4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,5211.0,Jordi Alba Ramos,8.348653,2.8122666,1.0,Ground Pass,"[76.6, 5.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.932,0.6189999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8962071946584134
28badb9c-4559-4882-a355-31ea549c4a91,23,1,00:00:21.304,0,21,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['541f7b95-6f96-469e-a616-b43c52d8e8ce'],,"[76.6, 5.9]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.304,1.3719999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6400511705221463
b963c488-ead6-4e66-8003-927547335ba7,24,1,00:00:21.304,0,21,2,0.1647,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['28badb9c-4559-4882-a355-31ea549c4a91', '866ee1e4-af30-439d-b2a7-2109f681d982']",,"[76.6, 5.9]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[75.6, 5.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.304,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2362909854641524
866ee1e4-af30-439d-b2a7-2109f681d982,25,1,00:00:21.469,0,21,2,1.920941,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['86ecc954-0e05-4ea7-a692-70e2a08169d3'],,"[75.6, 5.5]",5211.0,Jordi Alba Ramos,6.0,Left Back,5203.0,Sergio Busquets i Burgos,27.77949,2.289965,1.0,Ground Pass,"[57.3, 26.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.469,0.1650000000000027,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5974072033331679
18ff1dc8-6354-4600-a90b-562b199b1a23,26,1,00:00:23.267,0,23,2,1.123579,17,Pressure,217,Barcelona,9,From Kick Off,223,Málaga,,,"['86ecc954-0e05-4ea7-a692-70e2a08169d3', '9cbd72a5-6e2a-4474-9cdb-d071da25c9ec', 'ed74073f-ce57-4ac5-b435-f9f57c7dfef1']",,"[54.5, 50.1]",3302.0,Nordin Amrabat,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.267,1.7979999999999983,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.07608054248581786
86ecc954-0e05-4ea7-a692-70e2a08169d3,27,1,00:00:23.390,0,23,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['18ff1dc8-6354-4600-a90b-562b199b1a23', '866ee1e4-af30-439d-b2a7-2109f681d982']",,"[57.3, 26.4]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.39,0.12300000000000111,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9892148130382606
ed74073f-ce57-4ac5-b435-f9f57c7dfef1,28,1,00:00:23.390,0,23,2,0.656659,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['18ff1dc8-6354-4600-a90b-562b199b1a23', '86ecc954-0e05-4ea7-a692-70e2a08169d3', '9cbd72a5-6e2a-4474-9cdb-d071da25c9ec']",,"[57.3, 26.4]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[55.4, 28.5]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.39,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4908235481838855
