id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,under_pressure,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,foul_committed_offensive,foul_won_defensive,off_camera,pass_switch,pass_no_touch,dribble_outcome_id,dribble_outcome_name,pass_cross,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed_advantage,foul_won_advantage,out,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,pass_aerial_won,pass_technique_id,pass_technique_name,pass_inswinging,clearance_head,foul_committed_card_id,foul_committed_card_name,clearance_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_through_ball,injury_stoppage_in_chain,pass_assisted_shot_id,pass_goal_assist,shot_key_pass_id,shot_first_time,pass_shot_assist,ball_recovery_recovery_failure,pass_outswinging,clearance_right_foot,dribble_nutmeg,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_open_goal,foul_committed_type_id,foul_committed_type_name,dribble_overrun,block_offensive,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,shot_aerial_won,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
251392c4-7c59-4328-85f3-b9f2f684b011,11,1,00:00:03.966,0,3,2,2.507018,30,Pass,216,Getafe,9,From Kick Off,216,Getafe,,,['13fef114-0936-404b-b4d1-9bc4a0dc0423'],"[36.2, 33.8]",6614.0,Alexis Ruano Delgado,5.0,Left Center Back,23416.0,Stefan Šćepović,47.149548,0.5891791,3.0,High Pass,"[75.4, 60.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.966,0.9340000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6960886270983508
13fef114-0936-404b-b4d1-9bc4a0dc0423,12,1,00:00:06.473,0,6,2,,42,Ball Receipt*,216,Getafe,9,From Kick Off,216,Getafe,,,['251392c4-7c59-4328-85f3-b9f2f684b011'],"[75.4, 60.0]",23416.0,Stefan Šćepović,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.473,2.5069999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15289349880279346
ec65ff83-6a86-4f41-9993-df3ed3489c0f,13,1,00:00:06.473,0,6,2,2.098356,30,Pass,216,Getafe,9,From Kick Off,216,Getafe,,,"['450cf825-99fc-4efb-b770-12f693e9ea72', '6a35d4db-3b73-4df1-bb6e-b2d3edbf3b81']","[75.4, 60.0]",23416.0,Stefan Šćepović,23.0,Center Forward,6627.0,Damián Nicolás Suárez Suárez,11.7046995,-2.8468626,2.0,Low Pass,"[64.2, 56.6]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.473,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7847065309288271
450cf825-99fc-4efb-b770-12f693e9ea72,14,1,00:00:08.571,0,8,2,,42,Ball Receipt*,216,Getafe,9,From Kick Off,216,Getafe,,,['ec65ff83-6a86-4f41-9993-df3ed3489c0f'],"[59.0, 58.0]",6627.0,Damián Nicolás Suárez Suárez,2.0,Right Back,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.571,2.098,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9213300851086669
6a35d4db-3b73-4df1-bb6e-b2d3edbf3b81,15,1,00:00:08.571,0,8,3,1.024632,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,"['4891a32f-002e-451e-93d5-1b14862475eb', 'ec65ff83-6a86-4f41-9993-df3ed3489c0f']","[55.9, 23.5]",10802.0,André Filipe Tavares Gomes,13.0,Right Center Midfield,6763.0,Pablo Daniel Piatti,7.623647,-1.6495802,3.0,High Pass,"[55.3, 15.9]",40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.571,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9848290760998489
4891a32f-002e-451e-93d5-1b14862475eb,16,1,00:00:09.596,0,9,3,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['6a35d4db-3b73-4df1-bb6e-b2d3edbf3b81'],"[55.3, 15.9]",6763.0,Pablo Daniel Piatti,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.596,1.0250000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9188317077108612
19349090-eb8d-4fa9-8e45-86ba1ba2bbb6,17,1,00:00:09.596,0,9,3,0.871779,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['4891a32f-002e-451e-93d5-1b14862475eb', '55bcde3d-279b-49e4-8495-1a11f1b65339']","[55.3, 15.9]",6763.0,Pablo Daniel Piatti,21.0,Left Wing,,,,,,,,,,,,"[56.4, 15.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.596,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1810896906520265
55bcde3d-279b-49e4-8495-1a11f1b65339,18,1,00:00:10.468,0,10,3,0.569403,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['6a2fc71c-4fce-4df3-b0f3-4ec35c65176a'],"[56.4, 15.6]",6763.0,Pablo Daniel Piatti,21.0,Left Wing,10802.0,André Filipe Tavares Gomes,5.80517,1.7614353,1.0,Ground Pass,"[55.3, 21.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.468,0.8719999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8632047433071155
69d40fcb-635c-46c1-8020-a0f948d7a6b1,19,1,00:00:10.998,0,10,3,0.462895,17,Pressure,207,Valencia,1,Regular Play,216,Getafe,,,"['6a2fc71c-4fce-4df3-b0f3-4ec35c65176a', '88c7c598-0fc5-489a-8f80-47517ed2d3cb']","[64.2, 60.6]",6720.0,Pablo Sarabia García,17.0,Right Wing,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.998,0.5299999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4283092089349766
6a2fc71c-4fce-4df3-b0f3-4ec35c65176a,20,1,00:00:11.037,0,11,3,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,"['55bcde3d-279b-49e4-8495-1a11f1b65339', '69d40fcb-635c-46c1-8020-a0f948d7a6b1']","[55.3, 21.3]",10802.0,André Filipe Tavares Gomes,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037,0.03900000000000148,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.050160226341719794
88c7c598-0fc5-489a-8f80-47517ed2d3cb,21,1,00:00:11.037,0,11,3,0.437486,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['69d40fcb-635c-46c1-8020-a0f948d7a6b1', '6a2fc71c-4fce-4df3-b0f3-4ec35c65176a', '7717f54b-dae3-4ed2-a702-8366e0eb8bf9']","[55.3, 21.3]",10802.0,André Filipe Tavares Gomes,13.0,Right Center Midfield,,,,,,,,,,,,"[55.9, 21.5]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.037,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5621357685685632
7717f54b-dae3-4ed2-a702-8366e0eb8bf9,22,1,00:00:11.475,0,11,3,1.502893,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['0a0e23bd-4a72-4cbd-8ecb-499f2babc6d1'],"[55.9, 21.5]",10802.0,André Filipe Tavares Gomes,13.0,Right Center Midfield,6595.0,Daniel Parejo Muñoz,8.4,3.1415927,1.0,Ground Pass,"[47.5, 21.5]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.475,0.43799999999999883,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.46119561516001384
0a0e23bd-4a72-4cbd-8ecb-499f2babc6d1,23,1,00:00:12.977,0,12,3,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['7717f54b-dae3-4ed2-a702-8366e0eb8bf9'],"[47.5, 21.5]",6595.0,Daniel Parejo Muñoz,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.977,1.5020000000000007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.260161767673201
778512c5-f93a-4a0b-abf7-3db9209cb3af,24,1,00:00:12.977,0,12,3,2.495885,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,['ca1d98ec-5fd9-4779-a75f-14a5fe588dab'],"[47.5, 21.5]",6595.0,Daniel Parejo Muñoz,10.0,Center Defensive Midfield,3638.0,Shkodran Mustafi,24.673872,1.8669115,1.0,Ground Pass,"[40.3, 45.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.977,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4493836917202667
ca1d98ec-5fd9-4779-a75f-14a5fe588dab,25,1,00:00:15.473,0,15,3,,42,Ball Receipt*,207,Valencia,1,Regular Play,207,Valencia,,,['778512c5-f93a-4a0b-abf7-3db9209cb3af'],"[40.3, 45.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.473,2.4960000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6545411206114301
667c3456-37a9-45a3-abd4-d6a86094f620,26,1,00:00:15.473,0,15,3,1.002027,43,Carry,207,Valencia,1,Regular Play,207,Valencia,,,"['8f4749d9-5af3-4aa7-a677-fe33e9c08807', 'ca1d98ec-5fd9-4779-a75f-14a5fe588dab']","[40.3, 45.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[40.3, 45.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.473,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5758232425458574
8f4749d9-5af3-4aa7-a677-fe33e9c08807,27,1,00:00:16.475,0,16,3,5.359972,30,Pass,207,Valencia,1,Regular Play,207,Valencia,,,"['02a152fd-580e-44ec-ada7-ec9ad8089727', '45aad6fe-ec0f-4b60-b7dc-5b26e5a9cf7f']","[40.3, 45.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,7005.0,João Pedro Cavaco Cancelo,51.372074,0.25583753,1.0,Ground Pass,"[90.0, 58.1]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.475,1.0020000000000007,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.30542821965327627
9fa5d730-595e-46dc-adb1-67e599831ab5,28,1,00:00:21.300,0,21,3,0.635556,17,Pressure,207,Valencia,1,Regular Play,207,Valencia,,,['02a152fd-580e-44ec-ada7-ec9ad8089727'],"[84.7, 59.6]",7005.0,João Pedro Cavaco Cancelo,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,4.824999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.02140022844312206
