id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,counterpress,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_first_time,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,duel_type_id,duel_type_name,pass_aerial_won,out,clearance_aerial_won,clearance_head,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,dribble_overrun,pass_switch,ball_recovery_recovery_failure,miscontrol_aerial_won,duel_outcome_id,duel_outcome_name,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_aerial_won,off_camera,pass_technique_id,pass_technique_name,pass_inswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,foul_committed_advantage,foul_won_advantage,foul_committed_card_id,foul_committed_card_name,pass_outswinging,pass_cut_back,pass_through_ball,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,foul_committed_penalty,foul_won_penalty,50_50_outcome_id,50_50_outcome_name,clearance_left_foot,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
7acef170-1544-451f-83c3-969413b31eb7,1394,1,00:41:30.929,41,30,75,0.0,6,Block,1049,Granada,1,Regular Play,360,Rayo Vallecano,,,['54213500-33d2-4b8e-b9e9-d328e0f6df3e'],"[8.2, 50.3]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490.929,0.07200000000011642,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41587207762519696
6527b75e-64ae-4d0b-9dcc-500e2026bf0f,1395,1,00:41:31.049,41,31,75,0.0,23,Goal Keeper,1049,Granada,1,Regular Play,360,Rayo Vallecano,,,['54213500-33d2-4b8e-b9e9-d328e0f6df3e'],"[1.2, 41.6]",24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1.2, 41.6]",32.0,Shot Faced,44.0,Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2491.049,0.11999999999989086,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8532415173648565
5f730e5a-2a23-4082-801b-31f98b0cb914,1396,1,00:41:32.577,41,32,76,0.0,2,Ball Recovery,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,,"[12.8, 54.6]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492.577,1.5280000000002474,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.005840838708274898
94736f49-4c95-4085-bdeb-192ecbe5f678,1397,1,00:41:32.577,41,32,76,1.04,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['5f730e5a-2a23-4082-801b-31f98b0cb914', 'e5c8086b-8ab3-4de5-813a-3607b0af0e9b']","[12.8, 54.6]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,"[14.5, 56.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2492.577,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8877761406685576
e5c8086b-8ab3-4de5-813a-3607b0af0e9b,1398,1,00:41:33.617,41,33,76,1.6,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['c9868229-95f7-4651-9707-af3c70c48ab9'],"[14.5, 56.0]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,26848.0,Roberto Trashorras Gayoso,15.591344,-0.193622,1.0,Ground Pass,"[29.8, 53.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493.617,1.0399999999999636,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3749647789729854
c9868229-95f7-4651-9707-af3c70c48ab9,1399,1,00:41:35.217,41,35,76,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['e5c8086b-8ab3-4de5-813a-3607b0af0e9b'],"[29.8, 53.0]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495.217,1.599999999999909,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6419307517374024
81dfc23d-5189-48eb-bb9f-11ece1fbcc11,1400,1,00:41:35.217,41,35,76,0.76,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['533dc6f3-5885-4595-861e-11193b6cbb08', 'c9868229-95f7-4651-9707-af3c70c48ab9']","[29.8, 53.0]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,"[33.0, 53.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495.217,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.807991415923412
533dc6f3-5885-4595-861e-11193b6cbb08,1401,1,00:41:35.977,41,35,76,0.145582,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0877b9ce-55ad-45f0-9509-810ddf302c59', 'f4b5f029-cc08-4966-8c9f-e9c078058566']","[33.0, 53.8]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,6743.0,Manuel Rolando Iturra Urrutia,5.314132,-1.2252407,2.0,Low Pass,"[34.8, 48.8]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495.977,0.7599999999997635,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5359109414558122
0877b9ce-55ad-45f0-9509-810ddf302c59,1402,1,00:41:36.122,41,36,76,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['533dc6f3-5885-4595-861e-11193b6cbb08'],"[29.2, 28.5]",6743.0,Manuel Rolando Iturra Urrutia,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.122,0.1449999999999818,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8351434827265324
f4b5f029-cc08-4966-8c9f-e9c078058566,1403,1,00:41:36.122,41,36,76,0.0,10,Interception,360,Rayo Vallecano,1,Regular Play,1049,Granada,,,['533dc6f3-5885-4595-861e-11193b6cbb08'],"[85.3, 31.3]",6680.0,Rubén Rochina Naixes,12.0,Right Midfield,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.122,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8775437640359149
b078164c-c45e-4e72-b813-4d1d2cae0c16,1404,1,00:41:37.489,41,37,76,0.0,2,Ball Recovery,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,,"[21.3, 45.8]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.489,1.3670000000001892,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23794288774070382
d5c5932c-754f-4ae6-b74b-086b840dc44a,1405,1,00:41:37.489,41,37,76,1.090544,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['7b6c37dc-42c9-4ae1-b05f-a989677e82f1', 'b078164c-c45e-4e72-b813-4d1d2cae0c16']","[21.3, 45.8]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,,,,,,,,,,,,"[28.4, 45.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2497.489,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11326622446468326
7b6c37dc-42c9-4ae1-b05f-a989677e82f1,1406,1,00:41:38.579,41,38,76,1.6,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['1f1991ff-08f1-40c1-872c-68010d6863f3'],"[28.4, 45.6]",18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,26222.0,José Eduardo Rosa Vale de Castro,8.809086,1.5253731,1.0,Ground Pass,"[28.8, 54.4]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498.579,1.0900000000001455,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6693116929779869
1f1991ff-08f1-40c1-872c-68010d6863f3,1407,1,00:41:40.179,41,40,76,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['7b6c37dc-42c9-4ae1-b05f-a989677e82f1'],"[28.8, 54.4]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.179,1.599999999999909,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4437694514194024
fb762f01-5bea-4e05-9ed6-0428c2367921,1408,1,00:41:40.179,41,40,76,1.556774,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['1f1991ff-08f1-40c1-872c-68010d6863f3', '7835788b-b43b-43a2-9b4f-bd50c84508d7']","[28.8, 54.4]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,,,,,,,,,,,,"[35.2, 58.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.179,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11053775192076054
7835788b-b43b-43a2-9b4f-bd50c84508d7,1409,1,00:41:41.736,41,41,76,1.199999,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['84f8d3de-f148-484d-9d78-78242169a15c'],"[35.2, 58.2]",26222.0,José Eduardo Rosa Vale de Castro,3.0,Right Center Back,11539.0,Adrián Embarba Blázquez,20.790863,0.77179354,1.0,Ground Pass,"[50.1, 72.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501.736,1.556999999999789,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5870900036713641
84f8d3de-f148-484d-9d78-78242169a15c,1410,1,00:41:42.936,41,42,76,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['7835788b-b43b-43a2-9b4f-bd50c84508d7'],"[50.1, 72.7]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502.936,1.2000000000002728,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8528918908942488
a41a169a-5633-477f-9040-edb0c0d5fd9f,1411,1,00:41:42.936,41,42,76,2.41926,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['84f8d3de-f148-484d-9d78-78242169a15c', 'bc2195e5-80d8-4bf6-bb7d-8e680bc1b481']","[50.1, 72.7]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,,,,,,,,,,,,"[62.9, 69.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502.936,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.855581536167183
bc2195e5-80d8-4bf6-bb7d-8e680bc1b481,1412,1,00:41:45.355,41,45,76,1.28,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['7419accf-5898-4b5a-9aa8-d39336ee4c61'],"[62.9, 69.1]",11539.0,Adrián Embarba Blázquez,17.0,Right Wing,26848.0,Roberto Trashorras Gayoso,16.98146,-1.8944091,1.0,Ground Pass,"[57.5, 53.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505.355,2.418999999999869,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6801660882271866
7419accf-5898-4b5a-9aa8-d39336ee4c61,1413,1,00:41:46.635,41,46,76,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['bc2195e5-80d8-4bf6-bb7d-8e680bc1b481'],"[57.5, 53.0]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2506.635,1.2800000000002,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9123853926259516
70f4629a-499a-4244-8fb8-d3deb168e811,1414,1,00:41:46.635,41,46,76,1.64,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['7419accf-5898-4b5a-9aa8-d39336ee4c61', 'e0ded7d1-123f-400b-81f3-a1693336ae05']","[57.5, 53.0]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,,,,,,,,,,,,"[61.1, 48.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2506.635,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7660578683390921
e0ded7d1-123f-400b-81f3-a1693336ae05,1415,1,00:41:48.275,41,48,76,2.0,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['44c89c75-5fe1-43a8-bda2-6780a50663a4'],"[61.1, 48.3]",26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,6914.0,Roberto Román Triguero,32.80549,-1.5525057,1.0,Ground Pass,"[61.7, 15.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508.275,1.6399999999998727,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2818357616570981
44c89c75-5fe1-43a8-bda2-6780a50663a4,1416,1,00:41:50.275,41,50,76,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['e0ded7d1-123f-400b-81f3-a1693336ae05'],"[61.7, 15.5]",6914.0,Roberto Román Triguero,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510.275,2.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39410378889280084
35b6dcc7-202f-4424-953b-212eb8bb9be0,1417,1,00:41:50.275,41,50,76,1.847531,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['02908c15-0f91-46b8-8cda-1f37bf120281', '44c89c75-5fe1-43a8-bda2-6780a50663a4']","[61.7, 15.5]",6914.0,Roberto Román Triguero,6.0,Left Back,,,,,,,,,,,,"[72.0, 12.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510.275,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7926857506461489
02908c15-0f91-46b8-8cda-1f37bf120281,1418,1,00:41:52.123,41,52,76,1.2,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['4aa65f5b-8c32-406f-ba18-9b8d33aa8926'],"[72.0, 12.1]",6914.0,Roberto Román Triguero,6.0,Left Back,7900.0,Tiago Manuel Dias Correia,16.47574,-0.5997866,1.0,Ground Pass,"[85.6, 2.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512.123,1.8479999999999563,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8280956240244545
4aa65f5b-8c32-406f-ba18-9b8d33aa8926,1419,1,00:41:53.323,41,53,76,,42,Ball Receipt*,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['02908c15-0f91-46b8-8cda-1f37bf120281'],"[85.6, 2.8]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.323,1.199999999999818,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.982640885076601
0d1604d3-96a5-4261-ae87-3536afe98838,1420,1,00:41:53.323,41,53,76,4.646724,43,Carry,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,"['0ec9d7a3-8a6d-4462-b6d6-b1c9daf15f84', '4aa65f5b-8c32-406f-ba18-9b8d33aa8926', 'e91a8914-10db-44fb-9201-2855081dba2f']","[85.6, 2.8]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,"[109.3, 7.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.323,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4655291425867836
e91a8914-10db-44fb-9201-2855081dba2f,1421,1,00:41:57.616,41,57,76,0.30656,17,Pressure,360,Rayo Vallecano,1,Regular Play,1049,Granada,,,['0d1604d3-96a5-4261-ae87-3536afe98838'],"[11.7, 69.6]",4546.0,Dimitri Foulquier,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517.616,4.29300000000012,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5297193725373097
0ec9d7a3-8a6d-4462-b6d6-b1c9daf15f84,1422,1,00:41:57.970,41,57,76,0.032861,30,Pass,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,['f1add4df-daf8-4d3b-aef1-ef7168e699e5'],"[109.3, 7.0]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,2.9966648,1.1220729,2.0,Low Pass,"[110.6, 9.7]",38.0,Left Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517.97,0.35399999999981446,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5536230265178119
f1add4df-daf8-4d3b-aef1-ef7168e699e5,1423,1,00:41:58.003,41,58,76,0.0,6,Block,360,Rayo Vallecano,1,Regular Play,1049,Granada,,,['0ec9d7a3-8a6d-4462-b6d6-b1c9daf15f84'],"[9.5, 70.4]",4546.0,Dimitri Foulquier,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518.003,0.03300000000035652,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43674284659728035
16fd783a-9e0b-492a-b803-2acfb90a3584,1424,1,00:42:19.705,42,19,77,1.280794,30,Pass,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,['a6b87bea-00f4-4d07-bf71-c98d0a81c98e'],"[120.0, 0.1]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,27.399452,1.6915298,2.0,Low Pass,"[116.7, 27.3]",40.0,Right Foot,61.0,Corner,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,Inswinging,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2539.705,21.70199999999977,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7146278577646896
a6b87bea-00f4-4d07-bf71-c98d0a81c98e,1425,1,00:42:20.986,42,20,77,0.0,9,Clearance,360,Rayo Vallecano,2,From Corner,1049,Granada,,,['16fd783a-9e0b-492a-b803-2acfb90a3584'],"[3.4, 52.8]",4498.0,Jean-Sylvain Claude Babin,3.0,Right Center Back,,,,,,,,,,,,,True,,,,,,,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540.986,1.280999999999949,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9961115912601421
8c2bab40-995e-4a31-91d3-adc6a62c40a9,1426,1,00:42:22.795,42,22,77,0.0,2,Ball Recovery,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,,"[115.1, 3.0]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542.795,1.8090000000001965,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8677729552057264
c03fa0fc-dbe3-400e-8c13-d587803ed088,1427,1,00:42:22.795,42,22,77,1.351294,43,Carry,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,"['7529f99b-9596-49dd-9c38-d650164e9966', '8c2bab40-995e-4a31-91d3-adc6a62c40a9']","[115.1, 3.0]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,,,,,,,,,,"[114.5, 3.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542.795,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5220148280233341
7529f99b-9596-49dd-9c38-d650164e9966,1428,1,00:42:24.147,42,24,77,1.079449,30,Pass,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,['ca30ee88-aaff-44d5-8cc9-ca16d4c4236d'],"[114.5, 3.6]",7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,,,27.94584,1.5135114,2.0,Low Pass,"[116.1, 31.5]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544.147,1.3519999999998618,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.327443993503599
